date_time,wait,Hospital
3/8/2019 19:51:01,30,Huntington Hospital
3/8/2019 19:51:01,32,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 19:51:01,33,Southside Hospital
3/8/2019 19:51:01,35,Staten Island University Hospital - North
3/8/2019 19:51:01,37,Plainview Hospital
3/8/2019 19:51:01,42,North Shore University Hospital
3/8/2019 19:51:01,43,Long Island Jewish Valley Stream
3/8/2019 19:51:01,60,Long Island Jewish Medical Center
3/8/2019 20:51:01,3,Syosset Hospital
3/8/2019 20:51:01,4,Staten Island University Hospital - South
3/8/2019 20:51:01,8,Glen Cove Hospital
3/8/2019 20:51:01,8,Lenox Health Greenwich Village
3/8/2019 20:51:01,13,Lenox Hill Hospital
3/8/2019 20:51:01,18,Plainview Hospital
3/8/2019 20:51:01,24,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 20:51:01,30,Huntington Hospital
3/8/2019 20:51:01,32,Staten Island University Hospital - North
3/8/2019 20:51:01,36,Long Island Jewish Forest Hills
3/8/2019 20:51:01,40,Southside Hospital
3/8/2019 20:51:01,47,North Shore University Hospital
3/8/2019 20:51:01,55,Long Island Jewish Valley Stream
3/8/2019 20:51:01,60,Long Island Jewish Medical Center
3/8/2019 21:51:01,6,Glen Cove Hospital
3/8/2019 21:51:01,6,Plainview Hospital
3/8/2019 21:51:01,7,Staten Island University Hospital - South
3/8/2019 21:51:01,9,Syosset Hospital
3/8/2019 21:51:01,15,Lenox Hill Hospital
3/8/2019 21:51:01,17,Long Island Jewish Forest Hills
3/8/2019 21:51:01,23,Lenox Health Greenwich Village
3/8/2019 21:51:01,31,Long Island Jewish Valley Stream
3/8/2019 21:51:01,33,Huntington Hospital
3/8/2019 21:51:01,42,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 21:51:01,48,Southside Hospital
3/8/2019 21:51:01,55,Long Island Jewish Medical Center
3/8/2019 21:51:01,55,Staten Island University Hospital - North
3/8/2019 21:51:01,59,North Shore University Hospital
3/8/2019 22:51:01,2,Glen Cove Hospital
3/8/2019 22:51:01,9,Plainview Hospital
3/8/2019 22:51:01,9,Staten Island University Hospital - South
3/8/2019 22:51:01,11,Syosset Hospital
3/8/2019 22:51:01,17,Lenox Health Greenwich Village
3/8/2019 22:51:01,26,Lenox Hill Hospital
3/8/2019 22:51:01,26,Long Island Jewish Forest Hills
3/8/2019 22:51:01,32,Huntington Hospital
3/8/2019 22:51:01,34,Long Island Jewish Valley Stream
3/8/2019 22:51:01,44,Southside Hospital
3/8/2019 22:51:01,44,Staten Island University Hospital - North
3/8/2019 22:51:01,49,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 22:51:01,60,North Shore University Hospital
3/8/2019 22:51:01,60,Long Island Jewish Medical Center
3/8/2019 23:51:01,0,Glen Cove Hospital
3/8/2019 23:51:01,7,Staten Island University Hospital - South
3/8/2019 23:51:01,8,Lenox Health Greenwich Village
3/8/2019 23:51:01,13,Plainview Hospital
3/8/2019 23:51:01,24,Syosset Hospital
3/8/2019 23:51:01,25,Long Island Jewish Forest Hills
3/8/2019 23:51:01,27,Huntington Hospital
3/8/2019 23:51:01,40,Long Island Jewish Valley Stream
3/8/2019 23:51:01,41,Staten Island University Hospital - North
3/8/2019 23:51:01,45,Lenox Hill Hospital
3/8/2019 23:51:01,48,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/8/2019 23:51:01,60,Southside Hospital
3/8/2019 23:51:01,60,Long Island Jewish Medical Center
3/8/2019 23:51:01,60,North Shore University Hospital
3/9/2019 0:51:01,11,Huntington Hospital
3/9/2019 0:51:01,13,Glen Cove Hospital
3/9/2019 0:51:01,18,Long Island Jewish Forest Hills
3/9/2019 0:51:01,20,Lenox Health Greenwich Village
3/9/2019 0:51:01,20,Staten Island University Hospital - South
3/9/2019 0:51:01,21,Syosset Hospital
3/9/2019 0:51:01,25,Plainview Hospital
3/9/2019 0:51:01,27,Staten Island University Hospital - North
3/9/2019 0:51:01,44,Long Island Jewish Valley Stream
3/9/2019 0:51:01,48,Lenox Hill Hospital
3/9/2019 0:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 0:51:01,60,North Shore University Hospital
3/9/2019 0:51:01,60,Southside Hospital
3/9/2019 0:51:01,60,Long Island Jewish Medical Center
3/9/2019 1:51:01,4,Glen Cove Hospital
3/9/2019 1:51:01,6,Syosset Hospital
3/9/2019 1:51:01,7,Staten Island University Hospital - South
3/9/2019 1:51:01,25,Lenox Health Greenwich Village
3/9/2019 1:51:01,31,Huntington Hospital
3/9/2019 1:51:01,37,Plainview Hospital
3/9/2019 1:51:01,37,Staten Island University Hospital - North
3/9/2019 1:51:01,38,Long Island Jewish Valley Stream
3/9/2019 1:51:01,44,Long Island Jewish Forest Hills
3/9/2019 1:51:01,50,North Shore University Hospital
3/9/2019 1:51:01,56,Long Island Jewish Medical Center
3/9/2019 1:51:01,58,Lenox Hill Hospital
3/9/2019 1:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 1:51:01,60,Southside Hospital
3/9/2019 2:51:01,6,Staten Island University Hospital - South
3/9/2019 2:51:01,7,Syosset Hospital
3/9/2019 2:51:01,10,Lenox Health Greenwich Village
3/9/2019 2:51:01,13,Glen Cove Hospital
3/9/2019 2:51:01,15,Staten Island University Hospital - North
3/9/2019 2:51:01,20,Plainview Hospital
3/9/2019 2:51:01,27,Huntington Hospital
3/9/2019 2:51:01,48,Long Island Jewish Forest Hills
3/9/2019 2:51:01,48,North Shore University Hospital
3/9/2019 2:51:01,53,Long Island Jewish Valley Stream
3/9/2019 2:51:01,60,Lenox Hill Hospital
3/9/2019 2:51:01,60,Long Island Jewish Medical Center
3/9/2019 2:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 2:51:01,60,Southside Hospital
3/9/2019 3:51:01,4,Lenox Health Greenwich Village
3/9/2019 3:51:01,5,Glen Cove Hospital
3/9/2019 3:51:01,5,Plainview Hospital
3/9/2019 3:51:01,6,Staten Island University Hospital - South
3/9/2019 3:51:01,17,Huntington Hospital
3/9/2019 3:51:01,17,Staten Island University Hospital - North
3/9/2019 3:51:01,17,Syosset Hospital
3/9/2019 3:51:01,32,Southside Hospital
3/9/2019 3:51:01,51,Long Island Jewish Forest Hills
3/9/2019 3:51:01,60,Lenox Hill Hospital
3/9/2019 3:51:01,60,Long Island Jewish Valley Stream
3/9/2019 3:51:01,60,Long Island Jewish Medical Center
3/9/2019 3:51:01,60,North Shore University Hospital
3/9/2019 3:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 4:51:01,3,Glen Cove Hospital
3/9/2019 4:51:01,4,Huntington Hospital
3/9/2019 4:51:01,4,Lenox Health Greenwich Village
3/9/2019 4:51:01,6,Plainview Hospital
3/9/2019 4:51:01,7,Staten Island University Hospital - South
3/9/2019 4:51:01,9,Syosset Hospital
3/9/2019 4:51:01,21,Staten Island University Hospital - North
3/9/2019 4:51:01,24,Long Island Jewish Forest Hills
3/9/2019 4:51:01,47,Southside Hospital
3/9/2019 4:51:01,50,North Shore University Hospital
3/9/2019 4:51:01,60,Long Island Jewish Valley Stream
3/9/2019 4:51:01,60,Lenox Hill Hospital
3/9/2019 4:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 4:51:01,60,Long Island Jewish Medical Center
3/9/2019 5:51:01,3,Plainview Hospital
3/9/2019 5:51:01,5,Syosset Hospital
3/9/2019 5:51:01,9,Lenox Health Greenwich Village
3/9/2019 5:51:01,10,Staten Island University Hospital - South
3/9/2019 5:51:01,13,Huntington Hospital
3/9/2019 5:51:01,28,Glen Cove Hospital
3/9/2019 5:51:01,35,Staten Island University Hospital - North
3/9/2019 5:51:01,45,Long Island Jewish Forest Hills
3/9/2019 5:51:01,55,Southside Hospital
3/9/2019 5:51:01,60,Lenox Hill Hospital
3/9/2019 5:51:01,60,Long Island Jewish Valley Stream
3/9/2019 5:51:01,60,North Shore University Hospital
3/9/2019 5:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 5:51:01,60,Long Island Jewish Medical Center
3/9/2019 6:51:01,5,Plainview Hospital
3/9/2019 6:51:01,5,Syosset Hospital
3/9/2019 6:51:01,6,Staten Island University Hospital - South
3/9/2019 6:51:01,8,Lenox Health Greenwich Village
3/9/2019 6:51:01,27,Huntington Hospital
3/9/2019 6:51:01,28,Glen Cove Hospital
3/9/2019 6:51:01,32,Long Island Jewish Valley Stream
3/9/2019 6:51:01,37,Staten Island University Hospital - North
3/9/2019 6:51:01,42,Southside Hospital
3/9/2019 6:51:01,51,Long Island Jewish Forest Hills
3/9/2019 6:51:01,59,Lenox Hill Hospital
3/9/2019 6:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 6:51:01,60,Long Island Jewish Medical Center
3/9/2019 6:51:01,60,North Shore University Hospital
3/9/2019 7:51:01,2,Glen Cove Hospital
3/9/2019 7:51:01,3,Plainview Hospital
3/9/2019 7:51:01,5,Syosset Hospital
3/9/2019 7:51:01,8,Huntington Hospital
3/9/2019 7:51:01,10,Staten Island University Hospital - South
3/9/2019 7:51:01,24,Lenox Health Greenwich Village
3/9/2019 7:51:01,26,Long Island Jewish Forest Hills
3/9/2019 7:51:01,33,Staten Island University Hospital - North
3/9/2019 7:51:01,60,Lenox Hill Hospital
3/9/2019 7:51:01,60,Long Island Jewish Valley Stream
3/9/2019 7:51:01,60,Southside Hospital
3/9/2019 7:51:01,60,North Shore University Hospital
3/9/2019 7:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 7:51:01,60,Long Island Jewish Medical Center
3/9/2019 8:51:01,3,Plainview Hospital
3/9/2019 8:51:01,5,Syosset Hospital
3/9/2019 8:51:01,6,Glen Cove Hospital
3/9/2019 8:51:01,7,Huntington Hospital
3/9/2019 8:51:01,11,Staten Island University Hospital - South
3/9/2019 8:51:01,13,Lenox Health Greenwich Village
3/9/2019 8:51:01,34,Lenox Hill Hospital
3/9/2019 8:51:01,42,Staten Island University Hospital - North
3/9/2019 8:51:01,47,Long Island Jewish Forest Hills
3/9/2019 8:51:01,60,Long Island Jewish Valley Stream
3/9/2019 8:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 8:51:01,60,Southside Hospital
3/9/2019 8:51:01,60,Long Island Jewish Medical Center
3/9/2019 8:51:01,60,North Shore University Hospital
3/9/2019 9:51:01,3,Glen Cove Hospital
3/9/2019 9:51:01,3,Plainview Hospital
3/9/2019 9:51:01,3,Syosset Hospital
3/9/2019 9:51:01,5,Huntington Hospital
3/9/2019 9:51:01,6,Staten Island University Hospital - South
3/9/2019 9:51:01,16,Lenox Hill Hospital
3/9/2019 9:51:01,16,Long Island Jewish Valley Stream
3/9/2019 9:51:01,18,Long Island Jewish Forest Hills
3/9/2019 9:51:01,20,Lenox Health Greenwich Village
3/9/2019 9:51:01,37,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 9:51:01,39,Staten Island University Hospital - North
3/9/2019 9:51:01,60,Southside Hospital
3/9/2019 9:51:01,60,Long Island Jewish Medical Center
3/9/2019 9:51:01,60,North Shore University Hospital
3/9/2019 10:51:01,4,Glen Cove Hospital
3/9/2019 10:51:01,8,Huntington Hospital
3/9/2019 10:51:01,8,Syosset Hospital
3/9/2019 10:51:01,9,North Shore University Hospital
3/9/2019 10:51:01,9,Staten Island University Hospital - North
3/9/2019 10:51:01,16,Staten Island University Hospital - South
3/9/2019 10:51:01,18,Plainview Hospital
3/9/2019 10:51:01,19,Lenox Health Greenwich Village
3/9/2019 10:51:01,22,Lenox Hill Hospital
3/9/2019 10:51:01,23,Long Island Jewish Medical Center
3/9/2019 10:51:01,28,Long Island Jewish Forest Hills
3/9/2019 10:51:01,29,Long Island Jewish Valley Stream
3/9/2019 10:51:01,34,Southside Hospital
3/9/2019 10:51:01,37,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 11:51:01,4,Glen Cove Hospital
3/9/2019 11:51:01,7,Southside Hospital
3/9/2019 11:51:01,7,Syosset Hospital
3/9/2019 11:51:01,9,North Shore University Hospital
3/9/2019 11:51:01,12,Staten Island University Hospital - South
3/9/2019 11:51:01,14,Plainview Hospital
3/9/2019 11:51:01,15,Long Island Jewish Forest Hills
3/9/2019 11:51:01,15,Long Island Jewish Valley Stream
3/9/2019 11:51:01,18,Huntington Hospital
3/9/2019 11:51:01,18,Staten Island University Hospital - North
3/9/2019 11:51:01,26,Lenox Health Greenwich Village
3/9/2019 11:51:01,32,Lenox Hill Hospital
3/9/2019 11:51:01,33,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 11:51:01,35,Long Island Jewish Medical Center
3/9/2019 12:51:01,4,Glen Cove Hospital
3/9/2019 12:51:01,6,Syosset Hospital
3/9/2019 12:51:01,15,Huntington Hospital
3/9/2019 12:51:01,18,Long Island Jewish Forest Hills
3/9/2019 12:51:01,18,North Shore University Hospital
3/9/2019 12:51:01,21,Plainview Hospital
3/9/2019 12:51:01,25,Staten Island University Hospital - South
3/9/2019 12:51:01,26,Lenox Health Greenwich Village
3/9/2019 12:51:01,28,Long Island Jewish Medical Center
3/9/2019 12:51:01,31,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 12:51:01,32,Southside Hospital
3/9/2019 12:51:01,40,Staten Island University Hospital - North
3/9/2019 12:51:01,44,Long Island Jewish Valley Stream
3/9/2019 12:51:01,49,Lenox Hill Hospital
3/9/2019 13:51:01,7,Glen Cove Hospital
3/9/2019 13:51:01,8,Lenox Hill Hospital
3/9/2019 13:51:01,8,North Shore University Hospital
3/9/2019 13:51:01,8,Staten Island University Hospital - South
3/9/2019 13:51:01,12,Southside Hospital
3/9/2019 13:51:01,13,Long Island Jewish Forest Hills
3/9/2019 13:51:01,15,Plainview Hospital
3/9/2019 13:51:01,16,Long Island Jewish Valley Stream
3/9/2019 13:51:01,17,Staten Island University Hospital - North
3/9/2019 13:51:01,20,Syosset Hospital
3/9/2019 13:51:01,24,Lenox Health Greenwich Village
3/9/2019 13:51:01,25,Huntington Hospital
3/9/2019 13:51:01,26,Long Island Jewish Medical Center
3/9/2019 13:51:01,60,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 14:51:01,4,Staten Island University Hospital - South
3/9/2019 14:51:01,8,Glen Cove Hospital
3/9/2019 14:51:01,9,Syosset Hospital
3/9/2019 14:51:01,10,Huntington Hospital
3/9/2019 14:51:01,11,North Shore University Hospital
3/9/2019 14:51:01,12,Lenox Hill Hospital
3/9/2019 14:51:01,17,Plainview Hospital
3/9/2019 14:51:01,21,Long Island Jewish Medical Center
3/9/2019 14:51:01,21,Staten Island University Hospital - North
3/9/2019 14:51:01,22,Lenox Health Greenwich Village
3/9/2019 14:51:01,22,Long Island Jewish Valley Stream
3/9/2019 14:51:01,24,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 14:51:01,29,Southside Hospital
3/9/2019 14:51:01,31,Long Island Jewish Forest Hills
3/9/2019 15:51:01,7,Huntington Hospital
3/9/2019 15:51:01,7,Plainview Hospital
3/9/2019 15:51:01,7,Staten Island University Hospital - South
3/9/2019 15:51:01,12,Lenox Hill Hospital
3/9/2019 15:51:01,13,North Shore University Hospital
3/9/2019 15:51:01,14,Syosset Hospital
3/9/2019 15:51:01,15,Lenox Health Greenwich Village
3/9/2019 15:51:01,16,Glen Cove Hospital
3/9/2019 15:51:01,24,Long Island Jewish Medical Center
3/9/2019 15:51:01,28,Staten Island University Hospital - North
3/9/2019 15:51:01,28,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 15:51:01,34,Long Island Jewish Valley Stream
3/9/2019 15:51:01,37,Long Island Jewish Forest Hills
3/9/2019 15:51:01,60,Southside Hospital
3/9/2019 16:51:01,2,Plainview Hospital
3/9/2019 16:51:01,4,Glen Cove Hospital
3/9/2019 16:51:01,8,Staten Island University Hospital - South
3/9/2019 16:51:01,10,Syosset Hospital
3/9/2019 16:51:01,14,Huntington Hospital
3/9/2019 16:51:01,17,North Shore University Hospital
3/9/2019 16:51:01,23,Long Island Jewish Forest Hills
3/9/2019 16:51:01,25,Lenox Hill Hospital
3/9/2019 16:51:01,32,Southside Hospital
3/9/2019 16:51:01,37,Long Island Jewish Valley Stream
3/9/2019 16:51:01,48,Long Island Jewish Medical Center
3/9/2019 16:51:01,50,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 16:51:01,51,Staten Island University Hospital - North
3/9/2019 16:51:01,54,Lenox Health Greenwich Village
3/9/2019 17:51:01,11,Syosset Hospital
3/9/2019 17:51:01,13,Plainview Hospital
3/9/2019 17:51:01,14,Glen Cove Hospital
3/9/2019 17:51:01,15,Staten Island University Hospital - South
3/9/2019 17:51:01,16,Huntington Hospital
3/9/2019 17:51:01,19,Lenox Hill Hospital
3/9/2019 17:51:01,22,Long Island Jewish Forest Hills
3/9/2019 17:51:01,24,Long Island Jewish Valley Stream
3/9/2019 17:51:01,25,North Shore University Hospital
3/9/2019 17:51:01,31,Southside Hospital
3/9/2019 17:51:01,35,Staten Island University Hospital - North
3/9/2019 17:51:01,52,Lenox Health Greenwich Village
3/9/2019 17:51:01,53,Long Island Jewish Medical Center
3/9/2019 17:51:01,55,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 18:51:01,1,Glen Cove Hospital
3/9/2019 18:51:01,11,Staten Island University Hospital - South
3/9/2019 18:51:01,13,Plainview Hospital
3/9/2019 18:51:01,13,Syosset Hospital
3/9/2019 18:51:01,18,Southside Hospital
3/9/2019 18:51:01,22,North Shore University Hospital
3/9/2019 18:51:01,23,Lenox Hill Hospital
3/9/2019 18:51:01,28,Huntington Hospital
3/9/2019 18:51:01,29,Lenox Health Greenwich Village
3/9/2019 18:51:01,40,Long Island Jewish Valley Stream
3/9/2019 18:51:01,44,Long Island Jewish Forest Hills
3/9/2019 18:51:01,53,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 18:51:01,54,Staten Island University Hospital - North
3/9/2019 18:51:01,57,Long Island Jewish Medical Center
3/9/2019 19:51:01,2,Syosset Hospital
3/9/2019 19:51:01,5,Glen Cove Hospital
3/9/2019 19:51:01,10,Plainview Hospital
3/9/2019 19:51:01,10,Southside Hospital
3/9/2019 19:51:01,24,Lenox Health Greenwich Village
3/9/2019 19:51:01,25,Staten Island University Hospital - South
3/9/2019 19:51:01,27,North Shore University Hospital
3/9/2019 19:51:01,38,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 19:51:01,39,Staten Island University Hospital - North
3/9/2019 19:51:01,42,Huntington Hospital
3/9/2019 19:51:01,50,Long Island Jewish Forest Hills
3/9/2019 19:51:01,57,Lenox Hill Hospital
3/9/2019 19:51:01,60,Long Island Jewish Medical Center
3/9/2019 19:51:01,60,Long Island Jewish Valley Stream
3/9/2019 20:51:01,4,Glen Cove Hospital
3/9/2019 20:51:01,4,Plainview Hospital
3/9/2019 20:51:01,11,Syosset Hospital
3/9/2019 20:51:01,12,Staten Island University Hospital - South
3/9/2019 20:51:01,22,Lenox Hill Hospital
3/9/2019 20:51:01,23,Southside Hospital
3/9/2019 20:51:01,24,Lenox Health Greenwich Village
3/9/2019 20:51:01,27,Long Island Jewish Forest Hills
3/9/2019 20:51:01,37,Staten Island University Hospital - North
3/9/2019 20:51:01,39,Steven and Alexandra Cohen Children&#039;s Medical Center of New York
3/9/2019 20:51:01,41,North Shore University Hospital
3/9/2019 20:51:01,43,Huntington Hospital
3/9/2019 20:51:01,60,Long Island Jewish Medical Center
3/9/2019 20:51:01,60,Long Island Jewish Valley Stream
3/9/2019 21:51:01,5,Staten Island University Hospital - South
3/9/2019 21:51:01,9,Plainview Hospital
3/9/2019 21:51:01,23,Glen Cove Hospital
3/9/2019 21:51:01,24,Lenox Hill Hospital
3/9/2019 21:51:01,24,Syosset Hospital
3/9/2019 21:51:01,25,Lenox Health Greenwich Village
3/9/2019 21:51:01,28,Southside Hospital
